Search Query,Search Volume,Click-Through Rate,Conversion Rate,Average Click Position,Results Count,Click Count,Conversion Count,Category,Quartile (Volume),Quartile (CTR),Unnamed: 11
running spikes,4141,0.2482492152,0.0031393383,5.2985219412,15,1028,13,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
skipping rope,6990,0.2483547926,0.0145922747,8.300884628,52,1736,102,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
running hat,5214,0.248561565,0.0124664365,3.1382789536,35,1296,65,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
mattress,16929,0.248862898,0.0058479532,14.8265670506,160,4213,99,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
4 man tent,6033,0.2489640312,0.0028178352,9.7500681631,50,1502,17,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
sports bag,6181,0.2491506229,0.0069568031,18.1472781385,366,1540,43,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
bed,11874,0.250210544,0.0052214923,17.2000865509,324,2971,62,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
football goal,10929,0.2502516241,0.0038429865,6.2546031746,736,2735,42,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
blow up mattress,4295,0.2507566938,0.0074505239,15.0631383473,137,1077,32,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
stepper,3828,0.2507836991,0.0086206897,5.4824305556,20,960,33,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
duffel,3199,0.2510159425,0.0065645514,6.0773765048,47,803,21,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
water filter,3145,0.2515103339,0.0098569157,4.5760640539,17,791,31,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
dart board,8811,0.2518442856,0.0073771422,8.5633329041,39,2219,65,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
punch bag,8978,0.2521719759,0.0034528848,12.7033942243,74,2264,31,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
thermos,2417,0.2523789822,0.0095159288,20.7306557377,59,610,23,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
camping bed,12029,0.2525563222,0.0039903566,16.5472432521,190,3038,48,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
sun hat,4286,0.2526831545,0.0069995334,12.4524798839,41,1083,30,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
toilet,3961,0.2527139611,0.0047967685,10.0571928072,41,1001,19,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
camping kitchen,3470,0.2527377522,0.0048991354,16.326890916,111,877,17,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
camping mattress,6966,0.2529428653,0.0054550675,16.8812929031,154,1762,38,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
exercise mat,3749,0.2534009069,0.0096025607,24.4508462824,1306,950,36,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
bike trailer,3207,0.2535079514,0.0034299969,6.5297662977,39,813,11,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
women's shorts,3829,0.2535910159,0.0070514495,36.6445662302,517,971,27,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
nabaiji swimsuit,4698,0.2537249894,0.0163899532,49.1562192608,285,1192,77,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
saddle bag,6488,0.254161529,0.0073982737,10.9210228421,54,1649,48,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
real madrid,2599,0.2550981147,0.0084647942,27.7608543417,94,663,22,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
maternity,3526,0.2552467385,0.0124787294,11.6903276014,37,900,44,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
yoga ball,2503,0.2552936476,0.0119856173,8.1138994461,413,639,30,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids fleece,4471,0.2554238425,0.0109595169,19.4628490939,391,1142,49,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
bum bag,8091,0.2565813867,0.0075392411,19.3034097165,140,2076,61,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
toe socks,3496,0.2574370709,0.0171624714,17.6027063492,136,900,60,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
weight set,2472,0.2576860841,0.0056634304,9.8861400296,47,637,14,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
ski mask,2727,0.2581591492,0.0128346168,14.2002604167,78,704,35,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
26 inch bike,3964,0.2588294652,0.0073158426,11.1385640026,106,1026,29,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
riverside,9382,0.2590066084,0.0040503091,11.7815092132,147,2430,38,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
waterproof backpack,5373,0.2590731435,0.0050251256,11.8778936999,50,1392,27,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
yoga socks,2535,0.2591715976,0.0149901381,16.721334348,130,657,38,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
beanie,6943,0.2595419847,0.0129626962,25.7214162395,462,1802,90,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
electric pump,2863,0.26056584,0.0062871114,5.5359696157,25,746,18,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
womens waterproof jacket,2479,0.2609923356,0.0121016539,46.3463887049,357,647,30,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
air mattress,9483,0.2613097121,0.0101233787,13.7892400746,151,2478,96,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
white socks,2696,0.262611276,0.0137240356,13.8441619586,438,708,37,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
down jacket,8364,0.2630320421,0.0056193209,11.0046428571,285,2200,47,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
snowsuit,3163,0.2630414164,0.0079038887,8.9421617445,89,832,25,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
kids shin pads,2686,0.2650781832,0.0215934475,3.7849953184,20,712,58,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
padded cycling shorts,2357,0.2651675859,0.0156979211,10.8479733333,68,625,37,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
weighted vest,10216,0.2653680501,0.0082223962,3.4206381409,56,2711,84,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
riding boots,11384,0.2653724526,0.0106289529,16.0065945787,168,3021,121,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
weight plates,4563,0.2653955731,0.0111768573,10.029935905,74,1211,51,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
kids hiking boots,3357,0.2654155496,0.0107238606,19.2397012453,122,891,36,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
mug,3031,0.2659188387,0.0082481029,7.1581900626,37,806,25,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
self inflating mattress,13953,0.2660359779,0.0042284813,10.9124223881,153,3712,59,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
salomon shoes,4874,0.2665162085,0.0082068117,12.3297756516,77,1299,40,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
kite,7614,0.2670081429,0.0084055687,7.9892806393,716,2033,64,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
punching bag,3980,0.2673366834,0.0035175879,13.687551468,75,1064,14,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
cycling socks,6097,0.2686567164,0.0108249959,5.6878510379,54,1638,66,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
swimming towel,2979,0.2688821752,0.0177912051,11.2182207756,95,801,53,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
travel backpack,4077,0.2690703949,0.0068677949,9.2611212397,41,1097,28,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
horse riding boots,7589,0.2690736592,0.004743708,18.02475493,168,2042,36,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
sim,3315,0.2690799397,0.0111613876,6.9542227205,574,892,37,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
camping table,17603,0.2699539851,0.0056240414,7.694298755,97,4752,99,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
arm bands,4128,0.2708333333,0.0062984496,11.2793204857,33,1118,26,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
sleeping pad,4013,0.2713680538,0.0049838026,24.1265490402,133,1089,20,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
swimming shoes,4445,0.2715410574,0.0085489314,10.7170671085,36,1207,38,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
cycling glasses,6185,0.2716248989,0.0093775263,3.2660579649,18,1680,58,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
sleeping bag liner,5424,0.2724926254,0.0123525074,2.4049624654,10,1478,67,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
football gloves,4606,0.2731220148,0.0169344333,15.4793114543,500,1258,78,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
pannier rack,4583,0.2734017019,0.006982326,6.7724489796,53,1253,32,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
hammock,7969,0.2734345589,0.0051449366,4.6384328766,26,2179,41,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
mens running shorts,3839,0.2745506642,0.0049492055,14.0777502937,137,1054,19,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
squat rack,3467,0.2745889818,0.0080761465,11.3493397359,58,952,28,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
fishing chair,4354,0.2746899403,0.0082682591,8.6458412964,54,1196,36,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
oxelo scooter,3255,0.2749615975,0.0138248848,10.9532801277,214,895,45,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
cycling sunglasses,2723,0.2754315094,0.0102827763,8.0410698413,90,750,28,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
aqua marina,2392,0.2759197324,0.006270903,13.8168686869,56,660,15,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
camping light,4309,0.2763982362,0.0109074031,9.3704949822,256,1191,47,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
blanket,5321,0.2764517948,0.0071415148,12.4254135509,64,1471,38,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
bouldering shoes,2370,0.2784810127,0.0067510549,5.4983712121,29,660,16,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
sis,3240,0.2787037037,0.0206790123,7.8244370616,33,903,67,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
ski mittens,3022,0.2789543349,0.0162144275,6.3362311473,35,843,49,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
uv top,4676,0.2792985458,0.0068434559,15.9603113834,247,1306,32,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
bottle cage,4305,0.2794425087,0.0171893148,9.5318786367,75,1203,74,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
soft flask,4427,0.2812288231,0.0135531963,2.1670682731,12,1245,60,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
tent pegs,5985,0.2815371763,0.0105263158,6.9572205737,36,1685,63,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
speedo swimsuit,2509,0.2821841371,0.0079713033,53.2611432073,295,708,20,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
pilates mat,2730,0.2824175824,0.0153846154,9.6387159533,87,771,42,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
cricket shoes,4953,0.2828588734,0.0006056935,9.5191054009,49,1401,3,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
voucher,2807,0.2835767724,0.0594941218,1.1935720268,3,796,167,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
yoga block,2780,0.2841726619,0.0205035971,8.6271237693,51,790,57,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids thermal,3087,0.2850664075,0.0437317784,9.0921424062,154,880,135,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
lamp,2464,0.2853084416,0.0101461039,8.9536352142,1916,703,25,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
water bladder,6947,0.2857348496,0.0218799482,6.4901535324,56,1985,152,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
mh100 tent,2421,0.2858323007,0.0033044197,5.2215799615,36,692,8,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
2 in 1 shorts,5096,0.2861067504,0.0113814757,7.1373924924,56,1458,58,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
double airbed,2802,0.2869379015,0.0071377587,8.2043325041,35,804,20,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
quechua jacket,3995,0.2876095119,0.0232790989,17.637213519,174,1149,93,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
swimming hat,5763,0.288217942,0.0185667187,21.3135962272,257,1661,107,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
pillow,12344,0.2892903435,0.0119086196,5.5881325759,122,3571,147,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
neck warmer,5258,0.2902244199,0.0289083302,13.8155120764,136,1526,152,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
boxing bag,5451,0.2907723354,0.0033021464,14.8445209207,173,1585,18,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
swimming fins,2441,0.2908643998,0.0126997132,8.0058932226,42,710,31,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
sailing gloves,2370,0.2919831224,0.0113924051,6.1622694743,29,692,27,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
football shorts,4281,0.2931558047,0.0163513198,10.3663612218,218,1255,70,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
waterproof phone case,2424,0.2933168317,0.0107260726,2.8185654008,13,711,26,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
rockrider bike,4048,0.293972332,0.005187747,16.4672709084,505,1190,21,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
folding table,2398,0.2939949958,0.0079232694,6.3647754137,32,705,19,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
ballet shoes,2907,0.2944616443,0.0134158927,2.8926851543,15,856,39,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
cricket bag,3783,0.295532646,0.0052868094,5.5607197066,175,1118,20,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
rain poncho,3379,0.295945546,0.0088783664,7.0573555556,41,1000,30,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
base layer kids,4511,0.2961649302,0.0498780758,8.6462179807,79,1336,225,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
garmin forerunner,2760,0.2963768116,0.0163043478,3.74400978,21,818,45,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
swim top,4669,0.2966373956,0.0111372885,20.2330685921,224,1385,52,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
skull cap,5056,0.296875,0.0189873418,7.1533073189,504,1501,96,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
badminton net,3967,0.2972019158,0.008066549,3.3781170483,319,1179,32,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
bikini top,3259,0.2973304695,0.0079779073,27.8678919521,219,969,26,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
kitchen,2531,0.2975108653,0.006321612,4.6449535193,20,753,16,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
gym gloves,4064,0.2979822835,0.0211614173,12.9900515119,70,1211,86,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
pannier bag,3943,0.2982500634,0.007101192,11.5652069161,70,1176,28,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
tennis shorts,3071,0.2982741778,0.0061869098,6.6128924932,63,916,19,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
packing cube,2619,0.298587247,0.0141275296,7.4549689441,174,782,37,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
olaian bikini,3174,0.2986767486,0.0075614367,37.720745429,171,948,24,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
sledge,4213,0.2993116544,0.0056966532,4.5647029946,30,1261,24,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
microfiber towel,3021,0.3002317114,0.0324395895,5.125245883,22,907,98,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids waterproof trousers,3392,0.3007075472,0.0162146226,10.5096545285,59,1020,55,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
buff,3411,0.3007915567,0.0225740252,15.1934384573,227,1026,77,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
tribord jacket,2965,0.3008431703,0.0121416526,15.9869861734,81,892,36,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids gloves,7251,0.3009240105,0.0193076817,14.8732490216,385,2182,140,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
creatine,3633,0.3011285439,0.0286264795,1.8133302864,7,1094,104,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
pull buoy,2453,0.3024867509,0.0293518141,8.3261016985,31,742,72,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
double sleeping bag,2717,0.3029076187,0.005520795,4.8150031823,15,823,15,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids ski jacket,2358,0.3032230704,0.0144189992,13.5814050906,57,715,34,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
shower,4395,0.3039817975,0.0056882821,4.5631036005,146,1336,25,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
pool table,6537,0.3048799143,0.0042833104,7.3204714517,34,1993,28,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
weight bar,3189,0.305738476,0.0103480715,12.6358945869,75,975,33,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
puddle suit,2944,0.3063858696,0.0095108696,12.0790377644,40,902,28,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
swim suit women,2811,0.3070081821,0.0213447172,60.0290583789,1039,863,60,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
weight vest,4517,0.3072835953,0.0086340491,4.3110590778,59,1388,39,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
quechua backpack,9140,0.3089715536,0.0170678337,12.6978087992,70,2824,156,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
travel 500,2652,0.3095776772,0.004147813,3.4636622006,51,821,11,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids base layer,3860,0.3103626943,0.0191709845,8.2825921991,82,1198,74,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
swing ball,3629,0.3108294296,0.0124001102,2.7963884667,78,1128,45,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
pull up bar,13341,0.3120455738,0.0108687505,6.5250074351,29,4163,145,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
kids life jacket,3787,0.3121204119,0.0042249802,9.5660321489,48,1182,16,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
mens ski jacket,3056,0.3121727749,0.0229057592,18.8929856744,91,954,70,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids sandals,2579,0.3136874758,0.0058162078,12.1633498146,80,809,15,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
tri suit men,2362,0.3137171888,0.0029635902,11.5159305607,45,741,7,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
swimming vest,2501,0.3158736505,0.0155937625,7.8541018686,56,790,39,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids thermals,3022,0.3173395103,0.0258107214,8.8987412483,103,959,78,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
air bedding,2859,0.3186428821,0.0087443162,11.4871964113,48,911,25,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids horse riding,3658,0.3190267906,0.0377255331,33.269860224,320,1167,138,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
chalk bag,3632,0.3191079295,0.0137665198,3.5731374201,13,1159,50,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
cricket helmet,2442,0.3202293202,0.0049140049,5.0645221857,21,782,12,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
womens ski jacket,4002,0.3248375812,0.0204897551,24.8506406926,104,1300,82,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
fcr helmet,2734,0.3258961229,0.021214338,3.4725215114,290,891,58,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
uv t shirt,2961,0.3265788585,0.0057413036,12.233221303,114,967,17,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
kids ski gloves,3764,0.3275770457,0.0308182784,8.4399944,55,1233,116,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
microfibre towel,20849,0.3276895774,0.0183222217,7.0474664237,51,6832,382,High Performing,Q4 (Top 25% Volume),Q4 (Top 25% CTR),
rain cover,3061,0.3289774583,0.0117608625,6.0806574756,27,1007,36,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
snow suit,2544,0.3297955975,0.0066823899,9.0517682688,87,839,17,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
long sleeve swimsuit,2980,0.3312080537,0.0060402685,5.9475502967,18,987,18,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
hula hoop,4108,0.3342259007,0.0163096397,6.2141175042,34,1373,67,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
handlebar bag,4089,0.3343115676,0.0056248472,9.271385028,30,1367,23,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
tankini swimsuit women,2474,0.3358932902,0.0113177041,4.5744498883,14,831,28,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
ski bag,5150,0.3361165049,0.019223301,5.6215606173,71,1731,99,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
picnic blanket,2839,0.3370905248,0.0081014442,4.4514541971,18,957,23,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
domyos shorts,6194,0.3456570875,0.0174362286,9.5214659776,153,2141,108,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
glove liners,2750,0.3472727273,0.0152727273,3.5503664921,11,955,42,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
parasol,4696,0.3473168654,0.004471891,4.9174586143,20,1631,21,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
quechua boots,2372,0.3482293423,0.0286677909,23.4323547215,112,826,68,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
pool noodle,3546,0.3482797518,0.0157924422,2.3326585695,6,1235,56,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
tennis skirt,3566,0.3491306786,0.0075715087,7.7110553324,39,1245,27,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
kids snow boots,3141,0.3540273798,0.023559376,5.5204782602,25,1112,74,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
frame bag,4209,0.3544784985,0.0083155144,8.7392761394,31,1492,35,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
boxing shoes,5076,0.3546099291,0.0171394799,6.1706424162,21,1800,87,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
boxing boots,4439,0.3552601937,0.0114890741,6.2901362922,21,1577,51,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
camping pillow,6748,0.3564018969,0.0125963248,4.052030492,18,2405,85,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
forclaz trousers,6888,0.3601916376,0.0135017422,8.4403270047,52,2481,93,High Performing,Q3 (50-75% Volume),Q4 (Top 25% CTR),
backpack cover,2501,0.3602558976,0.0215913635,3.743879696,42,901,54,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
riverside 500,3539,0.3664877084,0.0127154563,2.2428681573,21,1297,45,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
beach umbrella,4167,0.3683705304,0.0069594432,4.8199084846,21,1535,29,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
kipsta bag,4233,0.3690054335,0.0144105835,5.9611537914,41,1562,61,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
balance board,2975,0.3778151261,0.0141176471,4.6691294619,18,1124,42,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
forclaz jacket,4067,0.3835751168,0.0280304893,12.6210294567,86,1560,114,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
nabaiji towel,3732,0.3853161844,0.0192926045,7.4369492797,38,1438,72,Low Volume, High CTR,Q2 (25-50% Volume),Q4 (Top 25% CTR)
solognac trousers,3069,0.3857934181,0.018572825,19.3888655053,82,1184,57,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
single speed,2477,0.3916027453,0.0080742834,1.8817010309,15,970,20,Low Volume, High CTR,Q1 (Bottom 25% Volume),Q4 (Top 25% CTR)
